description_id,content,logistics,motivation,transferrable
0,51.80722891566265,48.19277108433735,0.0,0.0
1,64.0552995391705,14.746543778801843,14.746543778801843,6.451612903225806
2,71.54471544715447,15.447154471544716,8.94308943089431,4.0650406504065035
3,65.3061224489796,11.385606874328678,5.5853920515574655,17.722878625134264
4,52.38095238095239,11.11111111111111,36.507936507936506,0.0
5,48.75,6.5,20.25,24.5
6,40.35608308605341,24.03560830860534,21.364985163204746,14.243323442136498
7,61.386138613861384,16.08910891089109,15.841584158415841,6.683168316831684
8,20.14388489208633,8.273381294964029,41.726618705035975,29.856115107913666
9,47.04545454545455,17.954545454545453,3.4090909090909087,31.590909090909093
10,36.11111111111111,32.26495726495727,0.8547008547008548,30.76923076923077
11,53.333333333333336,18.11111111111111,25.333333333333336,3.2222222222222223
12,61.198600174978125,11.767279090113735,18.722659667541556,8.31146106736658
13,42.62295081967213,31.147540983606557,15.573770491803279,10.655737704918032
14,44.36619718309859,0.0,55.633802816901415,0.0
15,68.58974358974359,31.41025641025641,0.0,0.0
16,84.66666666666667,0.0,0.0,15.333333333333332
17,29.75206611570248,0.0,70.24793388429752,0.0
18,75.26427061310783,5.708245243128964,19.027484143763214,0.0
19,65.3731343283582,24.17910447761194,10.44776119402985,0.0
20,80.72289156626506,8.433734939759036,10.843373493975903,0.0
21,45.0,20.0,11.333333333333332,23.666666666666668
22,46.54377880184332,27.419354838709676,8.755760368663594,17.28110599078341
23,50.259067357512954,0.0,33.67875647668394,16.06217616580311
24,58.698727015558696,12.305516265912306,15.134370579915135,13.861386138613863
25,36.79012345679013,30.12345679012346,26.666666666666668,6.419753086419753
26,50.54151624548736,19.133574007220215,0.0,30.324909747292416
27,43.5700575815739,47.216890595009595,2.495201535508637,6.71785028790787
28,44.52380952380952,25.238095238095237,20.0,10.238095238095237
29,72.94117647058823,22.35294117647059,4.705882352941177,0.0
30,59.067357512953365,28.756476683937827,1.5544041450777202,10.621761658031089
31,100.0,0.0,0.0,0.0
32,49.159663865546214,16.80672268907563,12.184873949579831,21.84873949579832
33,59.48275862068966,0.0,21.982758620689655,18.53448275862069
34,50.14164305949008,17.280453257790366,28.04532577903683,4.53257790368272
35,13.056379821958458,43.32344213649852,29.970326409495552,13.649851632047477
36,66.40625,33.59375,0.0,0.0
37,64.07982261640798,18.181818181818183,0.0,17.738359201773836
38,33.75870069605568,14.269141531322504,22.2737819025522,29.698375870069604
39,62.96296296296296,12.962962962962962,19.52861952861953,4.545454545454546
40,34.516129032258064,18.387096774193548,25.806451612903224,21.29032258064516
41,37.68115942028986,25.60386473429952,21.73913043478261,14.975845410628018
42,83.4567901234568,6.172839506172839,0.0,10.37037037037037
43,53.00429184549357,28.11158798283262,5.36480686695279,13.519313304721031
44,50.184501845018445,0.0,19.18819188191882,30.627306273062732
45,40.12738853503185,21.019108280254777,19.745222929936308,19.10828025477707
46,54.60829493087558,26.036866359447004,3.225806451612903,16.129032258064516
47,51.28865979381443,23.969072164948454,16.752577319587626,7.989690721649484
48,57.92682926829268,17.682926829268293,18.902439024390244,5.487804878048781
