description_id,content,logistics,motivation,transferrable
0,56.557377049180324,8.19672131147541,35.24590163934426,0.0
1,27.555555555555557,32.88888888888889,21.777777777777775,17.77777777777778
2,18.562874251497004,53.293413173652695,23.353293413173652,4.790419161676647
3,53.32278481012658,8.227848101265822,28.79746835443038,9.651898734177216
4,9.181141439205955,28.03970223325062,30.024813895781637,32.754342431761785
5,4.814004376367615,17.505470459518598,61.925601750547045,15.75492341356674
6,10.326086956521738,19.021739130434785,45.65217391304348,25.0
7,17.073170731707318,26.34146341463415,41.21951219512195,15.365853658536585
8,61.71617161716172,3.3003300330033,26.4026402640264,8.58085808580858
9,5.625,31.25,58.75,4.375
10,28.846153846153843,31.153846153846153,27.115384615384613,12.884615384615383
11,36.0082304526749,32.92181069958848,31.069958847736622,0.0
12,21.374045801526716,29.00763358778626,49.61832061068702,0.0
13,36.231884057971016,42.028985507246375,21.73913043478261,0.0
14,35.18518518518518,0.0,50.0,14.814814814814813
15,81.57894736842105,4.385964912280701,0.0,14.035087719298245
16,0.0,0.0,100.0,0.0
17,81.0126582278481,0.0,0.0,18.9873417721519
18,10.596026490066226,39.29359823399559,39.51434878587197,10.596026490066226
19,32.84457478005865,36.65689149560117,26.392961876832842,4.105571847507331
20,90.82568807339449,0.0,9.174311926605505,0.0
21,10.248447204968944,25.77639751552795,63.975155279503106,0.0
22,34.95702005730659,23.78223495702006,41.260744985673355,0.0
23,61.21495327102804,4.672897196261682,34.112149532710276,0.0
24,40.931372549019606,37.5,20.588235294117645,0.9803921568627451
25,32.59423503325942,38.13747228381374,20.17738359201774,9.090909090909092
26,25.0,27.864583333333332,36.97916666666667,10.15625
27,33.39920948616601,22.727272727272727,35.37549407114625,8.49802371541502
28,29.901960784313726,24.264705882352942,41.66666666666667,4.166666666666666
29,32.57575757575758,37.5,21.59090909090909,8.333333333333332
30,28.08988764044944,18.352059925093634,39.70037453183521,13.857677902621724
31,41.25,45.83333333333333,12.916666666666668,0.0
32,57.47126436781609,10.919540229885058,15.229885057471265,16.379310344827587
33,35.148514851485146,49.00990099009901,0.0,15.841584158415841
34,18.877551020408163,18.622448979591837,59.43877551020408,3.061224489795918
35,6.609195402298851,31.321839080459768,49.42528735632184,12.643678160919542
36,14.868804664723031,26.239067055393583,55.39358600583091,3.498542274052478
37,33.38815789473684,4.276315789473684,46.381578947368425,15.953947368421053
38,8.588957055214724,14.11042944785276,71.98364008179959,5.316973415132924
39,23.484848484848484,36.17424242424242,36.74242424242424,3.5984848484848486
40,21.176470588235293,14.901960784313726,58.43137254901961,5.490196078431373
41,41.33611691022965,19.832985386221296,17.954070981210858,20.876826722338205
42,31.983805668016196,38.8663967611336,26.113360323886642,3.0364372469635628
43,28.651685393258425,32.39700374531835,36.89138576779026,2.0599250936329585
44,29.02654867256637,32.0353982300885,35.92920353982301,3.0088495575221237
45,41.45907473309609,18.327402135231317,35.231316725978644,4.98220640569395
46,30.064308681672024,28.45659163987138,32.79742765273312,8.681672025723474
47,36.71497584541063,22.22222222222222,33.091787439613526,7.971014492753622
48,14.551083591331269,29.411764705882355,47.368421052631575,8.6687306501548
